date,"Davenport's Bar and Grille, 1925, Pawtucket Avenue, Carpenters Corner, East Providence, Providence County, Rhode Island, 02914, United States","1014, Kings Highway, New Bedford, Bristol County, Massachusetts, 02745, United States","109, Mariano Bishop Boulevard, Fall River, Bristol County, Massachusetts, 02721, United States","1500 Diamond Hill, Diamond Hill Road, Woonsocket, Providence County, Rhode Island, 02895, United States","TGI Friday's, 1385, South Washington Street, North Attleborough, Bristol County, Massachusetts, 02760, United States","201, Branch Avenue, Providence, Providence County, Rhode Island, 02904, United States"
2023-07-23,"{""previous_date"":""2021-03-01"",""previous_days_since"":874,""next_date"":""2024-09-04"",""next_days_to"":409,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""NaN"",""previous_days_since"":""NaN"",""next_date"":""2024-09-04"",""next_days_to"":409,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":874,""next_date"":""2024-09-05"",""next_days_to"":410,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""NaN"",""previous_days_since"":""NaN"",""next_date"":""2024-09-05"",""next_days_to"":410,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":874,""next_date"":""2024-09-11"",""next_days_to"":416,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2023-04-06"",""previous_days_since"":108,""next_date"":""2024-09-05"",""next_days_to"":410,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}"
2023-07-24,"{""previous_date"":""2021-03-01"",""previous_days_since"":875,""next_date"":""2024-09-04"",""next_days_to"":408,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""NaN"",""previous_days_since"":""NaN"",""next_date"":""2024-09-04"",""next_days_to"":408,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":875,""next_date"":""2024-09-05"",""next_days_to"":409,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""NaN"",""previous_days_since"":""NaN"",""next_date"":""2024-09-05"",""next_days_to"":409,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":875,""next_date"":""2024-09-11"",""next_days_to"":415,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2023-04-06"",""previous_days_since"":109,""next_date"":""2024-09-05"",""next_days_to"":409,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}"
2023-07-25,"{""previous_date"":""2021-03-01"",""previous_days_since"":876,""next_date"":""2024-09-04"",""next_days_to"":407,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""NaN"",""previous_days_since"":""NaN"",""next_date"":""2024-09-04"",""next_days_to"":407,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":876,""next_date"":""2024-09-05"",""next_days_to"":408,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""NaN"",""previous_days_since"":""NaN"",""next_date"":""2024-09-05"",""next_days_to"":408,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":876,""next_date"":""2024-09-11"",""next_days_to"":414,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2023-04-06"",""previous_days_since"":110,""next_date"":""2024-09-05"",""next_days_to"":408,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}"
2023-07-26,"{""previous_date"":""2021-03-01"",""previous_days_since"":877,""next_date"":""2024-09-04"",""next_days_to"":406,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""NaN"",""previous_days_since"":""NaN"",""next_date"":""2024-09-04"",""next_days_to"":406,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":877,""next_date"":""2024-09-05"",""next_days_to"":407,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""NaN"",""previous_days_since"":""NaN"",""next_date"":""2024-09-05"",""next_days_to"":407,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":877,""next_date"":""2024-09-11"",""next_days_to"":413,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2023-04-06"",""previous_days_since"":111,""next_date"":""2024-09-05"",""next_days_to"":407,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}"
2023-07-27,"{""previous_date"":""2021-03-01"",""previous_days_since"":878,""next_date"":""2024-09-04"",""next_days_to"":405,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""NaN"",""previous_days_since"":""NaN"",""next_date"":""2024-09-04"",""next_days_to"":405,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":878,""next_date"":""2024-09-05"",""next_days_to"":406,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""NaN"",""previous_days_since"":""NaN"",""next_date"":""2024-09-05"",""next_days_to"":406,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":878,""next_date"":""2024-09-11"",""next_days_to"":412,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2023-04-06"",""previous_days_since"":112,""next_date"":""2024-09-05"",""next_days_to"":406,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}"
2023-07-28,"{""previous_date"":""2021-03-01"",""previous_days_since"":879,""next_date"":""2024-09-04"",""next_days_to"":404,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""NaN"",""previous_days_since"":""NaN"",""next_date"":""2024-09-04"",""next_days_to"":404,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":879,""next_date"":""2024-09-05"",""next_days_to"":405,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""NaN"",""previous_days_since"":""NaN"",""next_date"":""2024-09-05"",""next_days_to"":405,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":879,""next_date"":""2024-09-11"",""next_days_to"":411,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2023-04-06"",""previous_days_since"":113,""next_date"":""2024-09-05"",""next_days_to"":405,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}"
2023-07-29,"{""previous_date"":""2021-03-01"",""previous_days_since"":880,""next_date"":""2024-09-04"",""next_days_to"":403,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""NaN"",""previous_days_since"":""NaN"",""next_date"":""2024-09-04"",""next_days_to"":403,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":880,""next_date"":""2024-09-05"",""next_days_to"":404,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""NaN"",""previous_days_since"":""NaN"",""next_date"":""2024-09-05"",""next_days_to"":404,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":880,""next_date"":""2024-09-11"",""next_days_to"":410,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2023-04-06"",""previous_days_since"":114,""next_date"":""2024-09-05"",""next_days_to"":404,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}"
2023-07-30,"{""previous_date"":""2021-03-01"",""previous_days_since"":881,""next_date"":""2024-09-04"",""next_days_to"":402,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""NaN"",""previous_days_since"":""NaN"",""next_date"":""2024-09-04"",""next_days_to"":402,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":881,""next_date"":""2024-09-05"",""next_days_to"":403,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""NaN"",""previous_days_since"":""NaN"",""next_date"":""2024-09-05"",""next_days_to"":403,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":881,""next_date"":""2024-09-11"",""next_days_to"":409,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2023-04-06"",""previous_days_since"":115,""next_date"":""2024-09-05"",""next_days_to"":403,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}"
2023-07-31,"{""previous_date"":""2021-03-01"",""previous_days_since"":882,""next_date"":""2024-09-04"",""next_days_to"":401,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""NaN"",""previous_days_since"":""NaN"",""next_date"":""2024-09-04"",""next_days_to"":401,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":882,""next_date"":""2024-09-05"",""next_days_to"":402,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""NaN"",""previous_days_since"":""NaN"",""next_date"":""2024-09-05"",""next_days_to"":402,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":882,""next_date"":""2024-09-11"",""next_days_to"":408,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2023-04-06"",""previous_days_since"":116,""next_date"":""2024-09-05"",""next_days_to"":402,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}"
2023-08-01,"{""previous_date"":""2021-03-01"",""previous_days_since"":883,""next_date"":""2024-09-04"",""next_days_to"":400,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""NaN"",""previous_days_since"":""NaN"",""next_date"":""2024-09-04"",""next_days_to"":400,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":883,""next_date"":""2024-09-05"",""next_days_to"":401,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""NaN"",""previous_days_since"":""NaN"",""next_date"":""2024-09-05"",""next_days_to"":401,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":883,""next_date"":""2024-09-11"",""next_days_to"":407,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2023-04-06"",""previous_days_since"":117,""next_date"":""2024-09-05"",""next_days_to"":401,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}"
2023-08-02,"{""previous_date"":""2021-03-01"",""previous_days_since"":884,""next_date"":""2024-09-04"",""next_days_to"":399,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""NaN"",""previous_days_since"":""NaN"",""next_date"":""2024-09-04"",""next_days_to"":399,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":884,""next_date"":""2024-09-05"",""next_days_to"":400,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""NaN"",""previous_days_since"":""NaN"",""next_date"":""2024-09-05"",""next_days_to"":400,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":884,""next_date"":""2024-09-11"",""next_days_to"":406,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2023-04-06"",""previous_days_since"":118,""next_date"":""2024-09-05"",""next_days_to"":400,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}"
2023-08-03,"{""previous_date"":""2021-03-01"",""previous_days_since"":885,""next_date"":""2024-09-04"",""next_days_to"":398,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""NaN"",""previous_days_since"":""NaN"",""next_date"":""2024-09-04"",""next_days_to"":398,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":885,""next_date"":""2024-09-05"",""next_days_to"":399,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""NaN"",""previous_days_since"":""NaN"",""next_date"":""2024-09-05"",""next_days_to"":399,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":885,""next_date"":""2024-09-11"",""next_days_to"":405,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2023-04-06"",""previous_days_since"":119,""next_date"":""2024-09-05"",""next_days_to"":399,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}"
2023-08-04,"{""previous_date"":""2021-03-01"",""previous_days_since"":886,""next_date"":""2024-09-04"",""next_days_to"":397,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""NaN"",""previous_days_since"":""NaN"",""next_date"":""2024-09-04"",""next_days_to"":397,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":886,""next_date"":""2024-09-05"",""next_days_to"":398,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""NaN"",""previous_days_since"":""NaN"",""next_date"":""2024-09-05"",""next_days_to"":398,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":886,""next_date"":""2024-09-11"",""next_days_to"":404,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2023-04-06"",""previous_days_since"":120,""next_date"":""2024-09-05"",""next_days_to"":398,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}"
2023-08-05,"{""previous_date"":""2021-03-01"",""previous_days_since"":887,""next_date"":""2024-09-04"",""next_days_to"":396,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""NaN"",""previous_days_since"":""NaN"",""next_date"":""2024-09-04"",""next_days_to"":396,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":887,""next_date"":""2024-09-05"",""next_days_to"":397,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""NaN"",""previous_days_since"":""NaN"",""next_date"":""2024-09-05"",""next_days_to"":397,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":887,""next_date"":""2024-09-11"",""next_days_to"":403,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2023-04-06"",""previous_days_since"":121,""next_date"":""2024-09-05"",""next_days_to"":397,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}"
2023-08-06,"{""previous_date"":""2021-03-01"",""previous_days_since"":888,""next_date"":""2024-09-04"",""next_days_to"":395,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""NaN"",""previous_days_since"":""NaN"",""next_date"":""2024-09-04"",""next_days_to"":395,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":888,""next_date"":""2024-09-05"",""next_days_to"":396,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""NaN"",""previous_days_since"":""NaN"",""next_date"":""2024-09-05"",""next_days_to"":396,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":888,""next_date"":""2024-09-11"",""next_days_to"":402,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2023-04-06"",""previous_days_since"":122,""next_date"":""2024-09-05"",""next_days_to"":396,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}"
